Unnamed: 0,siren,brevets2016,brevets2017,brevets2018,brevets2019,brevets2020,brevets2024,Famille ID,Année de Dépôt,CIR2016,CIR2017,CIR2018,CIR2019,CIR2020,activitePrincipaleUniteLegale,categorieEntreprise,dateCreationUniteLegale,division,somme_CIR
695,383871746,0.0,1.0,1.0,0.0,2.0,0.0,"61655945.0, 63041901.0, 71452470.0, 74125325.0","2017, 2018, 2020, 2020",1446000.0,1475000.0,1587000.0,1148000.0,1427000.0,26.12Z,1,1991,26,11104000.0
697,383903390,1.0,0.0,0.0,0.0,0.0,0.0,53879698.0,2016,0.0,0.0,31326.0,0.0,0.0,71.12B,0,1992,71,31326.0
706,384093563,9.0,2.0,4.0,5.0,0.0,0.0,"38670996.0, 40588306.0, 43971550.0, 44475160.0, 53042226.0, 54260838.0, 55411475.0, 55661482.0, 55661483.0, 55806552.0, 56611337.0, 56894472.0, 57015978.0, 58360662.0, 60580277.0, 61008982.0, 62723335.0, 67220789.0, 67667813.0, 67770463.0","2018, 2017, 2018, 2017, 2019, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2018, 2018, 2019, 2019, 2019, 2019",0.0,0.0,1900000.0,2507000.0,2553000.0,20.53Z,1,1991,20,16360000.0
721,384811253,1.0,1.0,1.0,0.0,1.0,0.0,"54356520.0, 56943732.0, 66049299.0, 69630509.0","2016, 2017, 2018, 2020",88969.0,110161.0,130826.0,145499.0,98149.0,29.32Z,1,1992,29,573604.0
741,387949530,2.0,2.0,0.0,1.0,0.0,0.0,"51932467.0, 52016767.0, 54065965.0, 54066021.0, 67384031.0","2017, 2017, 2016, 2016, 2019",0.0,0.0,0.0,0.0,5200000.0,71.12B,1,1992,71,5200000.0
745,388056962,18.0,5.0,15.0,15.0,8.0,0.0,"40090308.0, 43243150.0, 51210547.0, 52991775.0, 53794335.0, 53794340.0, 53794341.0, 54291396.0, 54545261.0, 55361851.0, 55650580.0, 55808721.0, 56322197.0, 56621841.0, 56943794.0, 57121420.0, 57286601.0, 57485695.0, 57583204.0, 58054253.0, 58501577.0, 59253745.0, 59699857.0, 59699858.0, 59746063.0, 61258336.0, 62067701.0, 62067702.0, 62067703.0, 62067704.0, 62067705.0, 62067706.0, 62067707.0, 62092083.0, 63080046.0, 63080047.0, 63080048.0, 65201078.0, 65201420.0, 66286431.0, 67514776.0, 67660206.0, 68654527.0, 69104609.0, 69468830.0, 69700039.0, 69743443.0, 69811021.0, 69903413.0, 70008667.0, 70154460.0, 70918475.0, 70918485.0, 71661883.0, 72266491.0, 72356023.0, 73013481.0, 73401664.0, 74205964.0, 74553926.0, 74668982.0, 76138064.0, 76159450.0","2019, 2018, 2021, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2021, 2020",999568.0,1394117.0,724167.0,7597962.0,3764847.0,22.29A,1,1992,22,30255443.16
746,388062796,0.0,1.0,1.0,0.0,0.0,0.0,"58645098.0, 62143305.0","2017, 2018",137193.0,169323.0,140127.0,32000.0,0.0,22.21Z,1,1992,22,549643.0
758,388866212,1.0,2.0,4.0,2.0,2.0,0.0,"57121296.0, 59699735.0, 59811382.0, 65201121.0, 66041581.0, 66690427.0, 66690428.0, 68425118.0, 71661885.0, 72801661.0, 74669099.0","2016, 2017, 2017, 2018, 2018, 2018, 2018, 2019, 2019, 2020, 2020",2292000.0,2124000.0,2120459.0,2034290.0,1751000.0,20.51Z,1,1992,20,15370749.0
767,389470055,3.0,1.0,3.0,3.0,1.0,0.0,"57190128.0, 57190129.0, 57348783.0, 58707839.0, 61873626.0, 65861469.0, 66166150.0, 67956658.0, 68342816.0, 69903340.0, 76207425.0","2016, 2016, 2016, 2017, 2018, 2018, 2018, 2019, 2019, 2019, 2020",484000.0,591000.0,736355.0,662000.0,511000.0,22.19Z,1,1992,22,4588355.0
791,393135298,1.0,1.0,0.0,0.0,2.0,0.0,"58314337.0, 60765678.0, 74125330.0, 75786899.0","2016, 2017, 2020, 2020",0.0,0.0,0.0,0.0,14915000.0,62.02A,1,1993,62,60158000.0
798,394671820,2.0,3.0,0.0,0.0,0.0,0.0,"54783848.0, 58266149.0, 59297270.0, 59811730.0, 60990885.0","2016, 2016, 2017, 2017, 2017",1090095.0,1198859.0,1139880.0,916189.0,805877.0,29.32Z,1,1994,29,7499968.0
841,399395581,70.0,58.0,45.0,43.0,31.0,0.0,"43629381.0, 46598833.0, 48979879.0, 49713379.0, 51136589.0, 51225767.0, 52450434.0, 52779779.0, 52779931.0, 52814132.0, 53674023.0, 54145869.0, 54199786.0, 54291493.0, 54291510.0, 54291511.0, 54356449.0, 54356454.0, 54356455.0, 54478114.0, 54708043.0, 54979819.0, 54979832.0, 55236802.0, 55299630.0, 55300696.0, 55346131.0, 55361749.0, 55361872.0, 55411636.0, 55411641.0, 55411644.0, 55411649.0, 55486970.0, 55542899.0, 55696895.0, 55752466.0, 56148449.0, 56165153.0, 56263856.0, 56404242.0, 56411740.0, 56511791.0, 56555486.0, 56611349.0, 56802599.0, 56855516.0, 56878276.0, 56990625.0, 57045208.0, 57045209.0, 57184732.0, 57184733.0, 57233590.0, 57233743.0, 57348744.0, 57348859.0, 57348860.0, 57348893.0, 57396672.0, 57396728.0, 57539361.0, 57539442.0, 57539470.0, 57590089.0, 57590705.0, 57590708.0, 57755357.0, 57960497.0, 58213204.0, 58228299.0, 58257347.0, 58455284.0, 58501724.0, 58664508.0, 58707875.0, 59031205.0, 59053886.0, 59067275.0, 59070847.0, 59070967.0, 59152990.0, 59253775.0, 59296918.0, 59325363.0, 59381490.0, 59521043.0, 59649788.0, 59649835.0, 59930444.0, 59961998.0, 59999666.0, 60021616.0, 60038830.0, 60138455.0, 60302158.0, 60382313.0, 60450711.0, 60450770.0, 60627735.0, 60627747.0, 60807820.0, 60888479.0, 60923582.0, 60955185.0, 61132494.0, 61187423.0, 61187424.0, 61224023.0, 61231283.0, 61243476.0, 61243485.0, 61258392.0, 61291349.0, 61525641.0, 61550096.0, 61655856.0, 61750291.0, 61802070.0, 62021800.0, 62067653.0, 62067666.0, 62092065.0, 62092102.0, 62143353.0, 62143354.0, 62143373.0, 62222907.0, 62222920.0, 62222921.0, 62455655.0, 62455687.0, 62490469.0, 62528631.0, 62597665.0, 62597666.0, 62683274.0, 62906813.0, 62948228.0, 63143252.0, 63143254.0, 63407276.0, 63491811.0, 63834310.0, 64401272.0, 64693066.0, 65011547.0, 65031391.0, 65032735.0, 65200898.0, 65201139.0, 65201228.0, 65201229.0, 65243770.0, 65243963.0, 65244169.0, 65244170.0, 65495705.0, 65685458.0, 65720753.0, 65861363.0, 65951620.0, 66166120.0, 66166141.0, 66328490.0, 66328946.0, 66676698.0, 66697239.0, 66867317.0, 67060422.0, 67107645.0, 67185298.0, 67262454.0, 67262588.0, 67383819.0, 67383877.0, 67392899.0, 67441252.0, 67514842.0, 67514894.0, 67617000.0, 67742610.0, 67842097.0, 67875691.0, 67956833.0, 68072466.0, 68072805.0, 68138382.0, 68138477.0, 68138478.0, 68138481.0, 68138484.0, 68392029.0, 68425036.0, 68501807.0, 68501827.0, 68581882.0, 68654671.0, 68654746.0, 68733125.0, 68987741.0, 68988004.0, 69172880.0, 69172881.0, 69173025.0, 69190919.0, 69375552.0, 69572117.0, 69572178.0, 69572179.0, 69630481.0, 69719601.0, 69743535.0, 69743536.0, 69743558.0, 69743559.0, 69811041.0, 69811166.0, 69903218.0, 70154721.0, 70295482.0, 71094520.0, 71608468.0, 71784205.0, 71784226.0, 71894912.0, 71894913.0, 72178561.0, 72178636.0, 72178678.0, 72801576.0, 72885672.0, 72885785.0, 73013509.0, 73138879.0, 73138899.0, 73138982.0, 74045625.0, 74045770.0, 74205899.0, 74205970.0, 74554040.0, 74554046.0, 74646900.0, 74758840.0, 74758901.0, 74759014.0, 75108449.0, 75539436.0, 75690601.0, 75953882.0, 76034650.0, 76375194.0, 76439522.0, 76920822.0, 78242969.0, 78672779.0, 79170771.0, 79689416.0, 81312070.0, 81992036.0, 83181806.0","2016, 2017, 2017, 2016, 2016, 2017, 2018, 2017, 2017, 2020, 2016, 2016, 2017, 2016, 2016, 2016, 2017, 2017, 2016, 2017, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2017, 2017, 2016, 2017, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2018, 2018, 2019, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2016, 2018, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2018, 2017, 2018, 2018, 2019, 2018, 2017, 2017, 2018, 2017, 2018, 2019, 2019, 2019, 2019, 2019, 2018, 2019, 2018, 2019, 2019, 2019, 2018, 2019, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2018, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2020, 2020, 2021, 2020, 2019, 2021, 2020, 2020, 2021, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2021, 2020, 2020, 2019, 2020, 2020, 2020, 2020, 2021, 2021, 2020, 2020, 2021, 2020, 2021, 2021, 2021, 2021, 2021, 2021, 2021, 2022",20120.0,19987000.0,23373000.0,7916000.0,30924000.0,26.11Z,0,1994,26,154354120.0
870,401791959,6.0,4.0,5.0,3.0,2.0,0.0,"49880649.0, 50137860.0, 50179779.0, 51894136.0, 57543062.0, 58779081.0, 59039096.0, 61027935.0, 61027936.0, 61027937.0, 62152501.0, 62152502.0, 62152503.0, 62751023.0, 67002033.0, 67185492.0, 68208291.0, 68806992.0, 73643072.0, 74592110.0","2016, 2016, 2016, 2017, 2016, 2016, 2016, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2019, 2019, 2018, 2019, 2020, 2020",1468283.0,1455276.0,1590270.0,1433081.0,1512497.0,71.12B,1,1995,71,8817428.0
880,402222483,0.0,0.0,3.0,1.0,0.0,0.0,"62779144.0, 62815154.0, 64572453.0, 69059942.0","2018, 2018, 2018, 2019",14136213.0,946189.0,808851.0,0.0,0.0,21.20Z,0,1995,21,15891253.0
883,402261234,0.0,0.0,1.0,5.0,5.0,0.0,"63761319.0, 66102600.0, 66175359.0, 68137980.0, 68581708.0, 69055840.0, 69185190.0, 69845232.0, 71465205.0, 72432783.0, 72665165.0","2018, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2020",303000.0,393000.0,327000.0,253000.0,240000.0,26.51B,1,1995,26,2056000.0
888,402523088,7.0,0.0,2.0,1.0,2.0,0.0,"53274569.0, 54065958.0, 54199819.0, 56611472.0, 57113408.0, 58707635.0, 58779095.0, 62222882.0, 63145099.0, 67441222.0, 72178672.0, 72885661.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2018, 2018, 2019, 2020, 2020",2000449.0,2196179.0,202337.0,2647934.0,0.0,26.11Z,1,1995,26,16412932.0
898,403119431,0.0,0.0,1.0,0.0,0.0,0.0,62530319.0,2018,418300.0,0.0,0.0,0.0,0.0,29.10Z,1,1995,29,1361300.0
900,403180805,2.0,0.0,0.0,0.0,0.0,0.0,"50179864.0, 54015084.0","2016, 2016",1411976.0,1484106.0,1827727.0,1841987.0,1448938.0,20.14Z,0,1995,20,11457360.0
903,403256944,39.0,38.0,25.0,8.0,11.0,0.0,"46829796.0, 47469823.0, 47603676.0, 48537509.0, 49917623.0, 49989608.0, 50159194.0, 50476823.0, 50628809.0, 50685885.0, 51033205.0, 52697467.0, 52826047.0, 53175087.0, 53783772.0, 54064384.0, 54209494.0, 54258906.0, 54330800.0, 54850473.0, 55071075.0, 55129803.0, 55135452.0, 55262605.0, 55587301.0, 55642390.0, 55650369.0, 55809055.0, 56097166.0, 56117651.0, 56117655.0, 56119865.0, 56296861.0, 56373085.0, 56404056.0, 56409650.0, 56507546.0, 56557648.0, 56894011.0, 56924612.0, 56990669.0, 57123937.0, 57276995.0, 57286412.0, 57286422.0, 57348619.0, 57398364.0, 57406835.0, 57516854.0, 57539187.0, 57868184.0, 57965867.0, 57965868.0, 57965870.0, 58057075.0, 58455166.0, 58461387.0, 58489031.0, 58501408.0, 58606215.0, 58606216.0, 58606217.0, 58606218.0, 58765775.0, 59215670.0, 59253695.0, 59276641.0, 59276642.0, 59313177.0, 59564211.0, 59592502.0, 59723533.0, 59856549.0, 60138622.0, 60190900.0, 60409263.0, 60569851.0, 60660808.0, 61027616.0, 61691890.0, 61691904.0, 61750284.0, 62143071.0, 62783045.0, 62812194.0, 63444511.0, 63491830.0, 63684129.0, 64271532.0, 64394982.0, 64740128.0, 65024812.0, 65031188.0, 65598672.0, 65685832.0, 66532885.0, 66690717.0, 66735116.0, 66998330.0, 67685947.0, 67905152.0, 68054199.0, 68056018.0, 68541392.0, 69161047.0, 69177388.0, 69945757.0, 70453642.0, 70480187.0, 70971686.0, 70972589.0, 71266532.0, 71728684.0, 72139997.0, 73551220.0, 73726996.0, 74038283.0, 74646820.0, 75801525.0, 77464141.0, 78081579.0, 79031776.0, 79163524.0, 81328443.0, 81449293.0, 82321783.0, 83193156.0, 83363275.0","2016, 2016, 2016, 2016, 2020, 2016, 2016, 2018, 2016, 2016, 2016, 2016, 2017, 2016, 2019, 2018, 2018, 2017, 2016, 2021, 2019, 2016, 2017, 2018, 2017, 2016, 2016, 2016, 2016, 2016, 2016, 2018, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2017, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2018, 2018, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2021, 2022, 2022, 2021, 2021, 2021",6.4,4400000.0,5600000.0,5000000.0,3400.0,71.12B,1,1995,71,24334206.4
935,408484277,0.0,0.0,1.0,0.0,0.0,0.0,66530216.0,2018,0.0,0.0,0.0,0.0,158216.0,25.73B,1,1996,25,997048.0
940,408720282,23.0,13.0,11.0,17.0,3.0,0.0,"47720450.0, 52484415.0, 52780494.0, 52807752.0, 53181212.0, 53487314.0, 53719729.0, 53785581.0, 54007655.0, 54056147.0, 54266507.0, 54329483.0, 54542187.0, 54979617.0, 55027666.0, 55070820.0, 55588197.0, 55637311.0, 55754226.0, 55806268.0, 55969077.0, 56117656.0, 56117658.0, 56939984.0, 56939985.0, 57138017.0, 57460454.0, 57570551.0, 57590439.0, 57590440.0, 57758508.0, 58057072.0, 59034672.0, 59313161.0, 59313168.0, 59384108.0, 59895249.0, 60001809.0, 60001819.0, 60083229.0, 60473454.0, 60675472.0, 61244517.0, 61597833.0, 61868478.0, 61973008.0, 62217899.0, 62217910.0, 62778856.0, 63041942.0, 63556032.0, 64083038.0, 65494073.0, 65494074.0, 65562976.0, 65818471.0, 65991777.0, 66240057.0, 66240058.0, 66685527.0, 67003409.0, 67297085.0, 67297086.0, 67482909.0, 67482910.0, 70476149.0, 70480184.0, 70480185.0, 70480186.0, 71575235.0, 74504984.0, 75693012.0, 80112066.0, 81490011.0, 83375280.0, 83375608.0","2018, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2017, 2017, 2016, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2016, 2019, 2016, 2018, 2016, 2019, 2019, 2019, 2019, 2016, 2019, 2019, 2019, 2017, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2021, 2021, 2021, 2021, 2021, 2021, 2019, 2021, 2020, 2021, 2021",3883276.0,3954567.0,4808710.0,5192041.0,1642742.0,32.50A,1,1996,32,26582058.0
953,409722956,5.0,2.0,9.0,4.0,4.0,0.0,"55451424.0, 57121439.0, 57286728.0, 57348573.0, 58501497.0, 59253646.0, 60138604.0, 61913453.0, 62597645.0, 62751107.0, 62751173.0, 62874928.0, 63557644.0, 63834167.0, 65861487.0, 65861488.0, 67262717.0, 68733240.0, 69172864.0, 69468861.0, 72560692.0, 72895925.0, 73497816.0, 73498002.0","2016, 2016, 2016, 2016, 2016, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020",812922.0,789411.0,1073000.0,978365.0,1000000.0,29.32Z,1,1996,29,7494698.0
956,409768520,3.0,11.0,2.0,11.0,10.0,0.0,"54065989.0, 55971068.0, 57906696.0, 58358740.0, 58645115.0, 59031130.0, 59579777.0, 59649886.0, 59859174.0, 60019977.0, 60450750.0, 60765709.0, 61521579.0, 61599296.0, 63143210.0, 65494194.0, 65685538.0, 65685617.0, 67513676.0, 67999822.0, 68138418.0, 68582003.0, 68807046.0, 68987782.0, 69024316.0, 69468656.0, 69468669.0, 69468788.0, 69743290.0, 70295215.0, 72561721.0, 73139006.0, 73401957.0, 75108399.0, 75108404.0, 75278094.0, 75339835.0, 75438950.0, 75539422.0, 81454393.0","2017, 2016, 2016, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2018, 2018, 2019, 2020, 2019, 2019, 2019, 2020, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2021, 2020, 2021, 2020, 2020, 2020, 2020, 2020, 2020, 2022",28300000.0,9711000.0,8701117.0,6768000.0,8009000.0,72.19Z,0,1996,72,109327117.0
959,409886496,1.0,1.0,1.0,0.0,0.0,0.0,"50897424.0, 54207549.0, 65951745.0","2017, 2016, 2018",237000.0,120000.0,330034.0,330034.0,98866.0,71.12B,1,1996,71,1596144.0
968,410109698,1.0,3.0,1.0,3.0,1.0,0.0,"52824414.0, 60302355.0, 61521615.0, 61873438.0, 62749105.0, 67262446.0, 68733355.0, 71111470.0, 74347279.0, 74871675.0, 75438968.0, 76034718.0","2016, 2017, 2017, 2017, 2018, 2019, 2019, 2019, 2020, 2021, 2021, 2021",0.0,0.0,0.0,196000.0,136000.0,71.12B,1,1996,71,956000.0
987,410790448,0.0,0.0,0.0,0.0,1.0,0.0,69784346.0,2020,0.0,0.0,0.0,171684.0,166820.0,71.20B,1,1997,71,338504.0
991,411018781,2.0,0.0,1.0,0.0,0.0,0.0,"57209624.0, 57348726.0, 65494412.0","2016, 2016, 2018",93643.0,89786.0,30777.0,17522.0,16417.0,71.12B,1,1997,71,1433261.0
1021,414448464,3.0,1.0,4.0,0.0,0.0,0.0,"55135387.0, 55300633.0, 58162834.0, 61521630.0, 62873433.0, 63080112.0, 63722561.0, 66530088.0","2016, 2016, 2016, 2017, 2018, 2018, 2018, 2018",0.0,0.0,434943.0,441461.0,0.0,32.50A,1,1997,32,1561969.0
